time,open,high,low,close,Volume,Volume MA,VWAP,Upper Band #1,Lower Band #1,Upper Band #2,Lower Band #2,Upper Band #3,Lower Band #3,EMA 1,EMA 2,EMA 3,EMA 4,EMA 5,Upper ATR 1,Lower ATR 1,Upper ATR 2,Lower ATR 2,Upper ATR 3,Lower ATR 3,K,D,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band
2010-07-27T02:00:00+02:00,0.0559,0.0605,0.053,0.06,3373.69,NaN,0.057833333,0.057833333,0.057833333,0.057833333,0.057833333,0.057833333,0.057833333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-28T02:00:00+02:00,0.06,0.062,0.054,0.0589,4390.29,NaN,0.0583,0.0583,0.0583,0.0583,0.0583,0.0583,0.0583,0.063679167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-29T02:00:00+02:00,0.0597,0.0699,0.0571,0.0699,8058.49,NaN,0.065633333,0.065633333,0.065633333,0.065633333,0.065633333,0.065633333,0.065633333,0.064636218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-30T02:00:00+02:00,0.0698,0.0698,0.0582,0.0627,3020.85,NaN,0.063566667,0.063566667,0.063566667,0.063566667,0.063566667,0.063566667,0.063566667,0.064338338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010-07-31T02:00:00+02:00,0.065,0.06889,0.056,0.06785,4022.25,NaN,0.064246667,0.064246667,0.064246667,0.064246667,0.064246667,0.064246667,0.064246667,0.064878594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.70223652,NaN,NaN,NaN
2010-08-01T02:00:00+02:00,0.061,0.065,0.06,0.0611,2601,NaN,0.062033333,0.062033334,0.062033332,0.062033336,0.062033331,0.062033337,0.06203333,0.064297272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.84163659,NaN,NaN,NaN
2010-08-02T02:00:00+02:00,0.0625,0.0633,0.06,0.06001,3599,NaN,0.061103333,0.061103333,0.061103333,0.061103333,0.061103333,0.061103333,0.061103333,0.063637692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.3733745,NaN,NaN,NaN
2010-08-03T02:00:00+02:00,0.06,0.065,0.059,0.06,9821.46,NaN,0.061333333,0.061333333,0.061333333,0.061333333,0.061333333,0.061333333,0.061333333,0.063078047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,53.36878869,NaN,NaN,NaN
2010-08-04T02:00:00+02:00,0.0623,0.06231,0.057,0.057,3494,NaN,0.05877,0.05877,0.05877,0.05877,0.05877,0.05877,0.05877,0.062142963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,51.92735793,NaN,NaN,NaN
2010-08-05T02:00:00+02:00,0.0581,0.061,0.058,0.061,5034.07,2820.4205,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.061967122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.52909956,4.176366519,53.7221058,NaN,NaN,NaN
2010-08-06T02:00:00+02:00,0.062,0.0624,0.0607,0.0623,1395,2889.1705,0.0618,0.061800001,0.061799999,0.061800001,0.061799999,0.061800002,0.061799998,0.062018334,0.063143333,NaN,NaN,NaN,0.073351412,0.052935255,0.08355949,0.042727177,0.093767568,0.032519098,29.22521699,13.91810552,54.31901594,NaN,NaN,NaN
2010-08-07T02:00:00+02:00,0.0608,0.0622,0.059,0.059,2619,3016.37,0.060066667,0.060066667,0.060066666,0.060066668,0.060066665,0.060066669,0.060066665,0.061553975,0.062766667,NaN,NaN,NaN,0.072481311,0.053052022,0.082195955,0.043337378,0.091910599,0.033622734,33.00589397,24.92007017,52.46892613,NaN,NaN,NaN
